drug1,cell.line,drug1.conc,well,upid,time,cell.count,drug1.units
afatinib,BR1,1.86875e-11,D22,HTS001_BR1-2,5.7,49.0,M
afatinib,BR1,1.86875e-11,D22,HTS001_BR1-2,9.0,59.0,M
afatinib,BR1,1.86875e-11,D22,HTS001_BR1-2,21.1,93.0,M
afatinib,BR1,1.86875e-11,D22,HTS001_BR1-2,24.4,100.0,M
afatinib,BR1,1.86875e-11,D22,HTS001_BR1-2,27.8,115.0,M
afatinib,BR1,1.86875e-11,D22,HTS001_BR1-2,31.1,131.0,M
afatinib,BR1,1.86875e-11,D22,HTS001_BR1-2,48.5,202.0,M
afatinib,BR1,1.86875e-11,D22,HTS001_BR1-2,51.8,228.0,M
afatinib,BR1,1.86875e-11,D22,HTS001_BR1-2,55.1,238.0,M
afatinib,BR1,1.86875e-11,D22,HTS001_BR1-2,58.4,264.0,M
afatinib,BR1,1.86875e-11,D22,HTS001_BR1-2,61.6,300.0,M
afatinib,BR1,1.86875e-11,D22,HTS001_BR1-2,73.7,352.0,M
afatinib,BR1,1.86875e-11,D22,HTS001_BR1-2,77.0,401.0,M
afatinib,BR1,1.86875e-11,D22,HTS001_BR1-2,83.6,475.0,M
afatinib,BR1,1.86875e-11,D22,HTS001_BR1-2,95.2,484.0,M
afatinib,BR1,1.86875e-11,D22,HTS001_BR1-2,98.4,518.0,M
afatinib,BR1,1.86875e-11,D22,HTS001_BR1-2,101.7,593.0,M
afatinib,BR1,1.86875e-11,D22,HTS001_BR1-2,105.0,674.0,M
afatinib,BR1,1.86875e-11,D22,HTS001_BR1-2,108.3,738.0,M
afatinib,BR1,1.86875e-11,D22,HTS001_BR1-2,111.6,783.0,M
afatinib,BR1,1.86875e-11,D22,HTS001_BR1-2,114.9,813.0,M
afatinib,BR1,1.86875e-11,D22,HTS001_BR1-2,118.1,838.0,M
afatinib,BR1,1.86875e-11,K22,HTS001_BR1-2,5.7,36.0,M
afatinib,BR1,1.86875e-11,K22,HTS001_BR1-2,9.0,37.0,M
afatinib,BR1,1.86875e-11,K22,HTS001_BR1-2,21.1,48.0,M
afatinib,BR1,1.86875e-11,K22,HTS001_BR1-2,24.4,52.0,M
afatinib,BR1,1.86875e-11,K22,HTS001_BR1-2,27.8,59.0,M
afatinib,BR1,1.86875e-11,K22,HTS001_BR1-2,31.1,74.0,M
afatinib,BR1,1.86875e-11,K22,HTS001_BR1-2,48.5,128.0,M
afatinib,BR1,1.86875e-11,K22,HTS001_BR1-2,51.8,145.0,M
afatinib,BR1,1.86875e-11,K22,HTS001_BR1-2,55.1,156.0,M
afatinib,BR1,1.86875e-11,K22,HTS001_BR1-2,58.4,162.0,M
afatinib,BR1,1.86875e-11,K22,HTS001_BR1-2,61.6,170.0,M
afatinib,BR1,1.86875e-11,K22,HTS001_BR1-2,73.7,234.0,M
afatinib,BR1,1.86875e-11,K22,HTS001_BR1-2,77.0,245.0,M
afatinib,BR1,1.86875e-11,K22,HTS001_BR1-2,83.6,291.0,M
afatinib,BR1,1.86875e-11,K22,HTS001_BR1-2,95.2,300.0,M
afatinib,BR1,1.86875e-11,K22,HTS001_BR1-2,98.4,331.0,M
afatinib,BR1,1.86875e-11,K22,HTS001_BR1-2,101.7,372.0,M
afatinib,BR1,1.86875e-11,K22,HTS001_BR1-2,105.0,411.0,M
afatinib,BR1,1.86875e-11,K22,HTS001_BR1-2,108.3,445.0,M
afatinib,BR1,1.86875e-11,K22,HTS001_BR1-2,111.6,475.0,M
afatinib,BR1,1.86875e-11,K22,HTS001_BR1-2,114.9,501.0,M
afatinib,BR1,1.86875e-11,K22,HTS001_BR1-2,118.1,510.0,M
afatinib,BR1,7.47625e-11,D21,HTS001_BR1-2,5.7,58.0,M
afatinib,BR1,7.47625e-11,D21,HTS001_BR1-2,9.0,60.0,M
afatinib,BR1,7.47625e-11,D21,HTS001_BR1-2,21.1,98.0,M
afatinib,BR1,7.47625e-11,D21,HTS001_BR1-2,24.4,109.0,M
afatinib,BR1,7.47625e-11,D21,HTS001_BR1-2,27.8,114.0,M
afatinib,BR1,7.47625e-11,D21,HTS001_BR1-2,31.1,126.0,M
afatinib,BR1,7.47625e-11,D21,HTS001_BR1-2,48.5,216.0,M
afatinib,BR1,7.47625e-11,D21,HTS001_BR1-2,51.8,248.0,M
afatinib,BR1,7.47625e-11,D21,HTS001_BR1-2,55.1,271.0,M
afatinib,BR1,7.47625e-11,D21,HTS001_BR1-2,58.4,285.0,M
afatinib,BR1,7.47625e-11,D21,HTS001_BR1-2,61.6,299.0,M
afatinib,BR1,7.47625e-11,D21,HTS001_BR1-2,73.7,424.0,M
afatinib,BR1,7.47625e-11,D21,HTS001_BR1-2,77.0,447.0,M
afatinib,BR1,7.47625e-11,D21,HTS001_BR1-2,83.6,536.0,M
afatinib,BR1,7.47625e-11,D21,HTS001_BR1-2,95.2,569.0,M
afatinib,BR1,7.47625e-11,D21,HTS001_BR1-2,98.4,590.0,M
afatinib,BR1,7.47625e-11,D21,HTS001_BR1-2,101.7,659.0,M
afatinib,BR1,7.47625e-11,D21,HTS001_BR1-2,105.0,713.0,M
afatinib,BR1,7.47625e-11,D21,HTS001_BR1-2,108.3,762.0,M
afatinib,BR1,7.47625e-11,D21,HTS001_BR1-2,111.6,795.0,M
afatinib,BR1,7.47625e-11,D21,HTS001_BR1-2,114.9,870.0,M
afatinib,BR1,7.47625e-11,D21,HTS001_BR1-2,118.1,909.0,M
afatinib,BR1,7.47625e-11,K21,HTS001_BR1-2,5.7,44.0,M
afatinib,BR1,7.47625e-11,K21,HTS001_BR1-2,9.0,51.0,M
afatinib,BR1,7.47625e-11,K21,HTS001_BR1-2,21.1,74.0,M
afatinib,BR1,7.47625e-11,K21,HTS001_BR1-2,24.4,74.0,M
afatinib,BR1,7.47625e-11,K21,HTS001_BR1-2,27.8,81.0,M
afatinib,BR1,7.47625e-11,K21,HTS001_BR1-2,31.1,89.0,M
afatinib,BR1,7.47625e-11,K21,HTS001_BR1-2,48.5,152.0,M
afatinib,BR1,7.47625e-11,K21,HTS001_BR1-2,51.8,166.0,M
afatinib,BR1,7.47625e-11,K21,HTS001_BR1-2,55.1,193.0,M
afatinib,BR1,7.47625e-11,K21,HTS001_BR1-2,58.4,219.0,M
afatinib,BR1,7.47625e-11,K21,HTS001_BR1-2,61.6,225.0,M
afatinib,BR1,7.47625e-11,K21,HTS001_BR1-2,73.7,273.0,M
afatinib,BR1,7.47625e-11,K21,HTS001_BR1-2,77.0,323.0,M
afatinib,BR1,7.47625e-11,K21,HTS001_BR1-2,83.6,376.0,M
afatinib,BR1,7.47625e-11,K21,HTS001_BR1-2,95.2,399.0,M
afatinib,BR1,7.47625e-11,K21,HTS001_BR1-2,98.4,420.0,M
afatinib,BR1,7.47625e-11,K21,HTS001_BR1-2,101.7,484.0,M
afatinib,BR1,7.47625e-11,K21,HTS001_BR1-2,105.0,535.0,M
afatinib,BR1,7.47625e-11,K21,HTS001_BR1-2,108.3,580.0,M
afatinib,BR1,7.47625e-11,K21,HTS001_BR1-2,111.6,613.0,M
afatinib,BR1,7.47625e-11,K21,HTS001_BR1-2,114.9,654.0,M
afatinib,BR1,7.47625e-11,K21,HTS001_BR1-2,118.1,691.0,M
afatinib,BR1,3.0525e-10,D20,HTS001_BR1-2,5.7,53.0,M
afatinib,BR1,3.0525e-10,D20,HTS001_BR1-2,9.0,69.0,M
afatinib,BR1,3.0525e-10,D20,HTS001_BR1-2,21.1,98.0,M
afatinib,BR1,3.0525e-10,D20,HTS001_BR1-2,24.4,108.0,M
afatinib,BR1,3.0525e-10,D20,HTS001_BR1-2,27.8,118.0,M
afatinib,BR1,3.0525e-10,D20,HTS001_BR1-2,31.1,128.0,M
afatinib,BR1,3.0525e-10,D20,HTS001_BR1-2,48.5,211.0,M
afatinib,BR1,3.0525e-10,D20,HTS001_BR1-2,51.8,248.0,M
afatinib,BR1,3.0525e-10,D20,HTS001_BR1-2,55.1,258.0,M
afatinib,BR1,3.0525e-10,D20,HTS001_BR1-2,58.4,296.0,M
afatinib,BR1,3.0525e-10,D20,HTS001_BR1-2,61.6,331.0,M
afatinib,BR1,3.0525e-10,D20,HTS001_BR1-2,73.7,460.0,M
afatinib,BR1,3.0525e-10,D20,HTS001_BR1-2,77.0,483.0,M
afatinib,BR1,3.0525e-10,D20,HTS001_BR1-2,83.6,579.0,M
afatinib,BR1,3.0525e-10,D20,HTS001_BR1-2,95.2,613.0,M
afatinib,BR1,3.0525e-10,D20,HTS001_BR1-2,98.4,671.0,M
afatinib,BR1,3.0525e-10,D20,HTS001_BR1-2,101.7,736.0,M
afatinib,BR1,3.0525e-10,D20,HTS001_BR1-2,105.0,810.0,M
afatinib,BR1,3.0525e-10,D20,HTS001_BR1-2,108.3,850.0,M
afatinib,BR1,3.0525e-10,D20,HTS001_BR1-2,111.6,878.0,M
afatinib,BR1,3.0525e-10,D20,HTS001_BR1-2,114.9,948.0,M
afatinib,BR1,3.0525e-10,D20,HTS001_BR1-2,118.1,1023.0,M
afatinib,BR1,3.0525e-10,K20,HTS001_BR1-2,5.7,40.0,M
afatinib,BR1,3.0525e-10,K20,HTS001_BR1-2,9.0,40.0,M
afatinib,BR1,3.0525e-10,K20,HTS001_BR1-2,21.1,71.0,M
afatinib,BR1,3.0525e-10,K20,HTS001_BR1-2,24.4,72.0,M
afatinib,BR1,3.0525e-10,K20,HTS001_BR1-2,27.8,88.0,M
afatinib,BR1,3.0525e-10,K20,HTS001_BR1-2,31.1,103.0,M
afatinib,BR1,3.0525e-10,K20,HTS001_BR1-2,48.5,177.0,M
afatinib,BR1,3.0525e-10,K20,HTS001_BR1-2,51.8,188.0,M
afatinib,BR1,3.0525e-10,K20,HTS001_BR1-2,55.1,190.0,M
afatinib,BR1,3.0525e-10,K20,HTS001_BR1-2,58.4,210.0,M
afatinib,BR1,3.0525e-10,K20,HTS001_BR1-2,61.6,215.0,M
afatinib,BR1,3.0525e-10,K20,HTS001_BR1-2,73.7,282.0,M
afatinib,BR1,3.0525e-10,K20,HTS001_BR1-2,77.0,316.0,M
afatinib,BR1,3.0525e-10,K20,HTS001_BR1-2,83.6,369.0,M
afatinib,BR1,3.0525e-10,K20,HTS001_BR1-2,95.2,406.0,M
afatinib,BR1,3.0525e-10,K20,HTS001_BR1-2,98.4,424.0,M
afatinib,BR1,3.0525e-10,K20,HTS001_BR1-2,101.7,469.0,M
afatinib,BR1,3.0525e-10,K20,HTS001_BR1-2,105.0,515.0,M
afatinib,BR1,3.0525e-10,K20,HTS001_BR1-2,108.3,551.0,M
afatinib,BR1,3.0525e-10,K20,HTS001_BR1-2,111.6,577.0,M
afatinib,BR1,3.0525e-10,K20,HTS001_BR1-2,114.9,615.0,M
afatinib,BR1,3.0525e-10,K20,HTS001_BR1-2,118.1,706.0,M
afatinib,BR1,1.246e-09,D19,HTS001_BR1-2,5.7,39.0,M
afatinib,BR1,1.246e-09,D19,HTS001_BR1-2,9.0,53.0,M
afatinib,BR1,1.246e-09,D19,HTS001_BR1-2,21.1,69.0,M
afatinib,BR1,1.246e-09,D19,HTS001_BR1-2,24.4,85.0,M
afatinib,BR1,1.246e-09,D19,HTS001_BR1-2,27.8,92.0,M
afatinib,BR1,1.246e-09,D19,HTS001_BR1-2,31.1,102.0,M
afatinib,BR1,1.246e-09,D19,HTS001_BR1-2,48.5,163.0,M
afatinib,BR1,1.246e-09,D19,HTS001_BR1-2,51.8,175.0,M
afatinib,BR1,1.246e-09,D19,HTS001_BR1-2,55.1,192.0,M
afatinib,BR1,1.246e-09,D19,HTS001_BR1-2,58.4,206.0,M
afatinib,BR1,1.246e-09,D19,HTS001_BR1-2,61.6,229.0,M
afatinib,BR1,1.246e-09,D19,HTS001_BR1-2,73.7,279.0,M
afatinib,BR1,1.246e-09,D19,HTS001_BR1-2,77.0,296.0,M
afatinib,BR1,1.246e-09,D19,HTS001_BR1-2,83.6,374.0,M
afatinib,BR1,1.246e-09,D19,HTS001_BR1-2,95.2,382.0,M
afatinib,BR1,1.246e-09,D19,HTS001_BR1-2,98.4,409.0,M
afatinib,BR1,1.246e-09,D19,HTS001_BR1-2,101.7,444.0,M
afatinib,BR1,1.246e-09,D19,HTS001_BR1-2,105.0,494.0,M
afatinib,BR1,1.246e-09,D19,HTS001_BR1-2,108.3,571.0,M
afatinib,BR1,1.246e-09,D19,HTS001_BR1-2,111.6,578.0,M
afatinib,BR1,1.246e-09,D19,HTS001_BR1-2,114.9,622.0,M
afatinib,BR1,1.246e-09,D19,HTS001_BR1-2,118.1,639.0,M
afatinib,BR1,1.246e-09,K19,HTS001_BR1-2,5.7,53.0,M
afatinib,BR1,1.246e-09,K19,HTS001_BR1-2,9.0,57.0,M
afatinib,BR1,1.246e-09,K19,HTS001_BR1-2,21.1,98.0,M
afatinib,BR1,1.246e-09,K19,HTS001_BR1-2,24.4,102.0,M
afatinib,BR1,1.246e-09,K19,HTS001_BR1-2,27.8,111.0,M
afatinib,BR1,1.246e-09,K19,HTS001_BR1-2,31.1,123.0,M
afatinib,BR1,1.246e-09,K19,HTS001_BR1-2,48.5,212.0,M
afatinib,BR1,1.246e-09,K19,HTS001_BR1-2,51.8,230.0,M
afatinib,BR1,1.246e-09,K19,HTS001_BR1-2,55.1,259.0,M
afatinib,BR1,1.246e-09,K19,HTS001_BR1-2,58.4,284.0,M
afatinib,BR1,1.246e-09,K19,HTS001_BR1-2,61.6,303.0,M
afatinib,BR1,1.246e-09,K19,HTS001_BR1-2,73.7,367.0,M
afatinib,BR1,1.246e-09,K19,HTS001_BR1-2,77.0,391.0,M
afatinib,BR1,1.246e-09,K19,HTS001_BR1-2,83.6,472.0,M
afatinib,BR1,1.246e-09,K19,HTS001_BR1-2,95.2,497.0,M
afatinib,BR1,1.246e-09,K19,HTS001_BR1-2,98.4,531.0,M
afatinib,BR1,1.246e-09,K19,HTS001_BR1-2,101.7,604.0,M
afatinib,BR1,1.246e-09,K19,HTS001_BR1-2,105.0,654.0,M
afatinib,BR1,1.246e-09,K19,HTS001_BR1-2,108.3,688.0,M
afatinib,BR1,1.246e-09,K19,HTS001_BR1-2,111.6,710.0,M
afatinib,BR1,1.246e-09,K19,HTS001_BR1-2,114.9,739.0,M
afatinib,BR1,1.246e-09,K19,HTS001_BR1-2,118.1,809.0,M
afatinib,BR1,3.72e-09,D18,HTS001_BR1-2,5.7,55.0,M
afatinib,BR1,3.72e-09,D18,HTS001_BR1-2,9.0,62.0,M
afatinib,BR1,3.72e-09,D18,HTS001_BR1-2,21.1,97.0,M
afatinib,BR1,3.72e-09,D18,HTS001_BR1-2,24.4,99.0,M
afatinib,BR1,3.72e-09,D18,HTS001_BR1-2,27.8,111.0,M
afatinib,BR1,3.72e-09,D18,HTS001_BR1-2,31.1,133.0,M
afatinib,BR1,3.72e-09,D18,HTS001_BR1-2,48.5,223.0,M
afatinib,BR1,3.72e-09,D18,HTS001_BR1-2,51.8,239.0,M
afatinib,BR1,3.72e-09,D18,HTS001_BR1-2,55.1,273.0,M
afatinib,BR1,3.72e-09,D18,HTS001_BR1-2,58.4,306.0,M
afatinib,BR1,3.72e-09,D18,HTS001_BR1-2,61.6,312.0,M
afatinib,BR1,3.72e-09,D18,HTS001_BR1-2,73.7,408.0,M
afatinib,BR1,3.72e-09,D18,HTS001_BR1-2,77.0,446.0,M
afatinib,BR1,3.72e-09,D18,HTS001_BR1-2,83.6,532.0,M
afatinib,BR1,3.72e-09,D18,HTS001_BR1-2,95.2,570.0,M
afatinib,BR1,3.72e-09,D18,HTS001_BR1-2,98.4,584.0,M
afatinib,BR1,3.72e-09,D18,HTS001_BR1-2,101.7,624.0,M
afatinib,BR1,3.72e-09,D18,HTS001_BR1-2,105.0,701.0,M
afatinib,BR1,3.72e-09,D18,HTS001_BR1-2,108.3,785.0,M
afatinib,BR1,3.72e-09,D18,HTS001_BR1-2,111.6,813.0,M
afatinib,BR1,3.72e-09,D18,HTS001_BR1-2,114.9,823.0,M
afatinib,BR1,3.72e-09,D18,HTS001_BR1-2,118.1,881.0,M
afatinib,BR1,3.72e-09,K18,HTS001_BR1-2,5.7,50.0,M
afatinib,BR1,3.72e-09,K18,HTS001_BR1-2,9.0,67.0,M
afatinib,BR1,3.72e-09,K18,HTS001_BR1-2,21.1,82.0,M
afatinib,BR1,3.72e-09,K18,HTS001_BR1-2,24.4,94.0,M
afatinib,BR1,3.72e-09,K18,HTS001_BR1-2,27.8,119.0,M
afatinib,BR1,3.72e-09,K18,HTS001_BR1-2,31.1,123.0,M
afatinib,BR1,3.72e-09,K18,HTS001_BR1-2,48.5,205.0,M
afatinib,BR1,3.72e-09,K18,HTS001_BR1-2,51.8,241.0,M
afatinib,BR1,3.72e-09,K18,HTS001_BR1-2,55.1,231.0,M
afatinib,BR1,3.72e-09,K18,HTS001_BR1-2,58.4,248.0,M
afatinib,BR1,3.72e-09,K18,HTS001_BR1-2,61.6,288.0,M
afatinib,BR1,3.72e-09,K18,HTS001_BR1-2,73.7,366.0,M
afatinib,BR1,3.72e-09,K18,HTS001_BR1-2,77.0,376.0,M
afatinib,BR1,3.72e-09,K18,HTS001_BR1-2,83.6,481.0,M
afatinib,BR1,3.72e-09,K18,HTS001_BR1-2,95.2,508.0,M
afatinib,BR1,3.72e-09,K18,HTS001_BR1-2,98.4,555.0,M
afatinib,BR1,3.72e-09,K18,HTS001_BR1-2,101.7,565.0,M
afatinib,BR1,3.72e-09,K18,HTS001_BR1-2,105.0,630.0,M
afatinib,BR1,3.72e-09,K18,HTS001_BR1-2,108.3,683.0,M
afatinib,BR1,3.72e-09,K18,HTS001_BR1-2,111.6,719.0,M
afatinib,BR1,3.72e-09,K18,HTS001_BR1-2,114.9,780.0,M
afatinib,BR1,3.72e-09,K18,HTS001_BR1-2,118.1,854.0,M
afatinib,BR1,1.55e-08,D17,HTS001_BR1-2,5.7,50.0,M
afatinib,BR1,1.55e-08,D17,HTS001_BR1-2,9.0,57.0,M
afatinib,BR1,1.55e-08,D17,HTS001_BR1-2,21.1,86.0,M
afatinib,BR1,1.55e-08,D17,HTS001_BR1-2,24.4,96.0,M
afatinib,BR1,1.55e-08,D17,HTS001_BR1-2,27.8,102.0,M
afatinib,BR1,1.55e-08,D17,HTS001_BR1-2,31.1,122.0,M
afatinib,BR1,1.55e-08,D17,HTS001_BR1-2,48.5,199.0,M
afatinib,BR1,1.55e-08,D17,HTS001_BR1-2,51.8,222.0,M
afatinib,BR1,1.55e-08,D17,HTS001_BR1-2,55.1,239.0,M
afatinib,BR1,1.55e-08,D17,HTS001_BR1-2,58.4,261.0,M
afatinib,BR1,1.55e-08,D17,HTS001_BR1-2,61.6,274.0,M
afatinib,BR1,1.55e-08,D17,HTS001_BR1-2,73.7,374.0,M
afatinib,BR1,1.55e-08,D17,HTS001_BR1-2,77.0,402.0,M
afatinib,BR1,1.55e-08,D17,HTS001_BR1-2,83.6,490.0,M
afatinib,BR1,1.55e-08,D17,HTS001_BR1-2,95.2,528.0,M
afatinib,BR1,1.55e-08,D17,HTS001_BR1-2,98.4,552.0,M
afatinib,BR1,1.55e-08,D17,HTS001_BR1-2,101.7,601.0,M
afatinib,BR1,1.55e-08,D17,HTS001_BR1-2,105.0,673.0,M
afatinib,BR1,1.55e-08,D17,HTS001_BR1-2,108.3,712.0,M
afatinib,BR1,1.55e-08,D17,HTS001_BR1-2,111.6,742.0,M
afatinib,BR1,1.55e-08,D17,HTS001_BR1-2,114.9,790.0,M
afatinib,BR1,1.55e-08,D17,HTS001_BR1-2,118.1,855.0,M
afatinib,BR1,1.55e-08,K17,HTS001_BR1-2,5.7,51.0,M
afatinib,BR1,1.55e-08,K17,HTS001_BR1-2,9.0,56.0,M
afatinib,BR1,1.55e-08,K17,HTS001_BR1-2,21.1,87.0,M
afatinib,BR1,1.55e-08,K17,HTS001_BR1-2,24.4,90.0,M
afatinib,BR1,1.55e-08,K17,HTS001_BR1-2,27.8,94.0,M
afatinib,BR1,1.55e-08,K17,HTS001_BR1-2,31.1,109.0,M
afatinib,BR1,1.55e-08,K17,HTS001_BR1-2,48.5,183.0,M
afatinib,BR1,1.55e-08,K17,HTS001_BR1-2,51.8,190.0,M
afatinib,BR1,1.55e-08,K17,HTS001_BR1-2,55.1,215.0,M
afatinib,BR1,1.55e-08,K17,HTS001_BR1-2,58.4,244.0,M
afatinib,BR1,1.55e-08,K17,HTS001_BR1-2,61.6,275.0,M
afatinib,BR1,1.55e-08,K17,HTS001_BR1-2,73.7,365.0,M
afatinib,BR1,1.55e-08,K17,HTS001_BR1-2,77.0,394.0,M
afatinib,BR1,1.55e-08,K17,HTS001_BR1-2,83.6,461.0,M
afatinib,BR1,1.55e-08,K17,HTS001_BR1-2,95.2,512.0,M
afatinib,BR1,1.55e-08,K17,HTS001_BR1-2,98.4,536.0,M
afatinib,BR1,1.55e-08,K17,HTS001_BR1-2,101.7,594.0,M
afatinib,BR1,1.55e-08,K17,HTS001_BR1-2,105.0,639.0,M
afatinib,BR1,1.55e-08,K17,HTS001_BR1-2,108.3,684.0,M
afatinib,BR1,1.55e-08,K17,HTS001_BR1-2,111.6,741.0,M
afatinib,BR1,1.55e-08,K17,HTS001_BR1-2,114.9,752.0,M
afatinib,BR1,1.55e-08,K17,HTS001_BR1-2,118.1,837.0,M
afatinib,BR1,6.20125e-08,D16,HTS001_BR1-2,5.7,58.0,M
afatinib,BR1,6.20125e-08,D16,HTS001_BR1-2,9.0,62.0,M
afatinib,BR1,6.20125e-08,D16,HTS001_BR1-2,21.1,95.0,M
afatinib,BR1,6.20125e-08,D16,HTS001_BR1-2,24.4,98.0,M
afatinib,BR1,6.20125e-08,D16,HTS001_BR1-2,27.8,108.0,M
afatinib,BR1,6.20125e-08,D16,HTS001_BR1-2,31.1,121.0,M
afatinib,BR1,6.20125e-08,D16,HTS001_BR1-2,48.5,194.0,M
afatinib,BR1,6.20125e-08,D16,HTS001_BR1-2,51.8,222.0,M
afatinib,BR1,6.20125e-08,D16,HTS001_BR1-2,55.1,241.0,M
afatinib,BR1,6.20125e-08,D16,HTS001_BR1-2,58.4,256.0,M
afatinib,BR1,6.20125e-08,D16,HTS001_BR1-2,61.6,287.0,M
afatinib,BR1,6.20125e-08,D16,HTS001_BR1-2,73.7,369.0,M
afatinib,BR1,6.20125e-08,D16,HTS001_BR1-2,77.0,397.0,M
afatinib,BR1,6.20125e-08,D16,HTS001_BR1-2,83.6,498.0,M
afatinib,BR1,6.20125e-08,D16,HTS001_BR1-2,95.2,499.0,M
afatinib,BR1,6.20125e-08,D16,HTS001_BR1-2,98.4,544.0,M
afatinib,BR1,6.20125e-08,D16,HTS001_BR1-2,101.7,568.0,M
afatinib,BR1,6.20125e-08,D16,HTS001_BR1-2,105.0,636.0,M
afatinib,BR1,6.20125e-08,D16,HTS001_BR1-2,108.3,696.0,M
afatinib,BR1,6.20125e-08,D16,HTS001_BR1-2,111.6,758.0,M
afatinib,BR1,6.20125e-08,D16,HTS001_BR1-2,114.9,779.0,M
afatinib,BR1,6.20125e-08,D16,HTS001_BR1-2,118.1,866.0,M
afatinib,BR1,6.20125e-08,K16,HTS001_BR1-2,5.7,43.0,M
afatinib,BR1,6.20125e-08,K16,HTS001_BR1-2,9.0,45.0,M
afatinib,BR1,6.20125e-08,K16,HTS001_BR1-2,21.1,68.0,M
afatinib,BR1,6.20125e-08,K16,HTS001_BR1-2,24.4,75.0,M
afatinib,BR1,6.20125e-08,K16,HTS001_BR1-2,27.8,82.0,M
afatinib,BR1,6.20125e-08,K16,HTS001_BR1-2,31.1,87.0,M
afatinib,BR1,6.20125e-08,K16,HTS001_BR1-2,48.5,143.0,M
afatinib,BR1,6.20125e-08,K16,HTS001_BR1-2,51.8,153.0,M
afatinib,BR1,6.20125e-08,K16,HTS001_BR1-2,55.1,167.0,M
afatinib,BR1,6.20125e-08,K16,HTS001_BR1-2,58.4,193.0,M
afatinib,BR1,6.20125e-08,K16,HTS001_BR1-2,61.6,210.0,M
afatinib,BR1,6.20125e-08,K16,HTS001_BR1-2,73.7,254.0,M
afatinib,BR1,6.20125e-08,K16,HTS001_BR1-2,77.0,289.0,M
afatinib,BR1,6.20125e-08,K16,HTS001_BR1-2,83.6,358.0,M
afatinib,BR1,6.20125e-08,K16,HTS001_BR1-2,95.2,360.0,M
afatinib,BR1,6.20125e-08,K16,HTS001_BR1-2,98.4,369.0,M
afatinib,BR1,6.20125e-08,K16,HTS001_BR1-2,101.7,412.0,M
afatinib,BR1,6.20125e-08,K16,HTS001_BR1-2,105.0,431.0,M
afatinib,BR1,6.20125e-08,K16,HTS001_BR1-2,108.3,501.0,M
afatinib,BR1,6.20125e-08,K16,HTS001_BR1-2,111.6,499.0,M
afatinib,BR1,6.20125e-08,K16,HTS001_BR1-2,114.9,520.0,M
afatinib,BR1,6.20125e-08,K16,HTS001_BR1-2,118.1,566.0,M
afatinib,BR1,2.48e-07,D15,HTS001_BR1-2,5.7,56.0,M
afatinib,BR1,2.48e-07,D15,HTS001_BR1-2,9.0,59.0,M
afatinib,BR1,2.48e-07,D15,HTS001_BR1-2,21.1,84.0,M
afatinib,BR1,2.48e-07,D15,HTS001_BR1-2,24.4,92.0,M
afatinib,BR1,2.48e-07,D15,HTS001_BR1-2,27.8,99.0,M
afatinib,BR1,2.48e-07,D15,HTS001_BR1-2,31.1,102.0,M
afatinib,BR1,2.48e-07,D15,HTS001_BR1-2,48.5,154.0,M
afatinib,BR1,2.48e-07,D15,HTS001_BR1-2,51.8,163.0,M
afatinib,BR1,2.48e-07,D15,HTS001_BR1-2,55.1,192.0,M
afatinib,BR1,2.48e-07,D15,HTS001_BR1-2,58.4,200.0,M
afatinib,BR1,2.48e-07,D15,HTS001_BR1-2,61.6,202.0,M
afatinib,BR1,2.48e-07,D15,HTS001_BR1-2,73.7,257.0,M
afatinib,BR1,2.48e-07,D15,HTS001_BR1-2,77.0,269.0,M
afatinib,BR1,2.48e-07,D15,HTS001_BR1-2,83.6,317.0,M
afatinib,BR1,2.48e-07,D15,HTS001_BR1-2,95.2,314.0,M
afatinib,BR1,2.48e-07,D15,HTS001_BR1-2,98.4,308.0,M
afatinib,BR1,2.48e-07,D15,HTS001_BR1-2,101.7,325.0,M
afatinib,BR1,2.48e-07,D15,HTS001_BR1-2,105.0,331.0,M
afatinib,BR1,2.48e-07,D15,HTS001_BR1-2,108.3,355.0,M
afatinib,BR1,2.48e-07,D15,HTS001_BR1-2,111.6,359.0,M
afatinib,BR1,2.48e-07,D15,HTS001_BR1-2,114.9,357.0,M
afatinib,BR1,2.48e-07,D15,HTS001_BR1-2,118.1,371.0,M
afatinib,BR1,2.48e-07,K15,HTS001_BR1-2,5.7,70.0,M
afatinib,BR1,2.48e-07,K15,HTS001_BR1-2,9.0,73.0,M
afatinib,BR1,2.48e-07,K15,HTS001_BR1-2,21.1,105.0,M
afatinib,BR1,2.48e-07,K15,HTS001_BR1-2,24.4,114.0,M
afatinib,BR1,2.48e-07,K15,HTS001_BR1-2,27.8,132.0,M
afatinib,BR1,2.48e-07,K15,HTS001_BR1-2,31.1,135.0,M
afatinib,BR1,2.48e-07,K15,HTS001_BR1-2,48.5,194.0,M
afatinib,BR1,2.48e-07,K15,HTS001_BR1-2,51.8,210.0,M
afatinib,BR1,2.48e-07,K15,HTS001_BR1-2,55.1,227.0,M
afatinib,BR1,2.48e-07,K15,HTS001_BR1-2,58.4,250.0,M
afatinib,BR1,2.48e-07,K15,HTS001_BR1-2,61.6,274.0,M
afatinib,BR1,2.48e-07,K15,HTS001_BR1-2,73.7,332.0,M
afatinib,BR1,2.48e-07,K15,HTS001_BR1-2,77.0,350.0,M
afatinib,BR1,2.48e-07,K15,HTS001_BR1-2,83.6,374.0,M
