drug1,cell.line,drug1.conc,well,upid,time,cell.count,drug1.units
control,DS3,0.0,D2,HTS001_DS3-2,53.4,332.0,M
control,DS3,0.0,C23,HTS001_DS3-2,53.4,274.0,M
control,DS3,0.0,D2,HTS001_DS3-2,56.7,379.0,M
control,DS3,0.0,O2,HTS001_DS3-2,56.7,149.0,M
control,DS3,0.0,J2,HTS001_DS3-2,56.7,321.0,M
control,DS3,0.0,I23,HTS001_DS3-2,56.7,231.0,M
control,DS3,0.0,O23,HTS001_DS3-2,56.7,215.0,M
control,DS3,0.0,D23,HTS001_DS3-2,56.7,141.0,M
control,DS3,0.0,C23,HTS001_DS3-2,56.7,279.0,M
control,DS3,0.0,H23,HTS001_DS3-2,56.7,194.0,M
control,DS3,0.0,M2,HTS001_DS3-2,56.7,257.0,M
control,DS3,0.0,M23,HTS001_DS3-2,56.7,161.0,M
control,DS3,0.0,K2,HTS001_DS3-2,56.7,301.0,M
control,DS3,0.0,F2,HTS001_DS3-2,56.7,202.0,M
control,DS3,0.0,K23,HTS001_DS3-2,56.7,279.0,M
control,DS3,0.0,B23,HTS001_DS3-2,56.7,232.0,M
control,DS3,0.0,G23,HTS001_DS3-2,56.7,238.0,M
control,DS3,0.0,N2,HTS001_DS3-2,56.7,305.0,M
control,DS3,0.0,N23,HTS001_DS3-2,56.7,167.0,M
control,DS3,0.0,I2,HTS001_DS3-2,56.7,270.0,M
control,DS3,0.0,E23,HTS001_DS3-2,56.7,215.0,M
control,DS3,0.0,C2,HTS001_DS3-2,56.7,290.0,M
control,DS3,0.0,L2,HTS001_DS3-2,56.7,248.0,M
control,DS3,0.0,F23,HTS001_DS3-2,56.7,183.0,M
control,DS3,0.0,H2,HTS001_DS3-2,56.7,285.0,M
control,DS3,0.0,J23,HTS001_DS3-2,56.7,150.0,M
control,DS3,0.0,L23,HTS001_DS3-2,56.7,213.0,M
control,DS3,0.0,G2,HTS001_DS3-2,56.7,205.0,M
control,DS3,0.0,B2,HTS001_DS3-2,56.7,196.0,M
control,DS3,0.0,E2,HTS001_DS3-2,56.7,254.0,M
control,DS3,0.0,I2,HTS001_DS3-2,60.0,307.0,M
control,DS3,0.0,B23,HTS001_DS3-2,60.0,263.0,M
control,DS3,0.0,L23,HTS001_DS3-2,60.0,241.0,M
control,DS3,0.0,C2,HTS001_DS3-2,60.0,321.0,M
control,DS3,0.0,I23,HTS001_DS3-2,60.0,254.0,M
control,DS3,0.0,G2,HTS001_DS3-2,60.0,230.0,M
control,DS3,0.0,F2,HTS001_DS3-2,60.0,229.0,M
control,DS3,0.0,M2,HTS001_DS3-2,60.0,285.0,M
control,DS3,0.0,K23,HTS001_DS3-2,60.0,313.0,M
control,DS3,0.0,G23,HTS001_DS3-2,60.0,256.0,M
control,DS3,0.0,E2,HTS001_DS3-2,60.0,274.0,M
control,DS3,0.0,N23,HTS001_DS3-2,60.0,177.0,M
control,DS3,0.0,L2,HTS001_DS3-2,60.0,263.0,M
control,DS3,0.0,B2,HTS001_DS3-2,60.0,213.0,M
control,DS3,0.0,K2,HTS001_DS3-2,60.0,322.0,M
control,DS3,0.0,O23,HTS001_DS3-2,60.0,225.0,M
control,DS3,0.0,E23,HTS001_DS3-2,60.0,221.0,M
control,DS3,0.0,N2,HTS001_DS3-2,60.0,314.0,M
control,DS3,0.0,O2,HTS001_DS3-2,60.0,174.0,M
control,DS3,0.0,J2,HTS001_DS3-2,60.0,344.0,M
control,DS3,0.0,D2,HTS001_DS3-2,60.0,421.0,M
control,DS3,0.0,H23,HTS001_DS3-2,60.0,209.0,M
control,DS3,0.0,M23,HTS001_DS3-2,60.0,158.0,M
control,DS3,0.0,J23,HTS001_DS3-2,60.0,162.0,M
control,DS3,0.0,H2,HTS001_DS3-2,60.0,329.0,M
control,DS3,0.0,F23,HTS001_DS3-2,60.0,208.0,M
control,DS3,0.0,C23,HTS001_DS3-2,60.0,301.0,M
control,DS3,0.0,D23,HTS001_DS3-2,60.0,153.0,M
control,DS3,0.0,B23,HTS001_DS3-2,72.1,322.0,M
control,DS3,0.0,L23,HTS001_DS3-2,72.1,301.0,M
control,DS3,0.0,L2,HTS001_DS3-2,72.1,367.0,M
control,DS3,0.0,F2,HTS001_DS3-2,72.1,278.0,M
control,DS3,0.0,O23,HTS001_DS3-2,72.1,296.0,M
control,DS3,0.0,J2,HTS001_DS3-2,72.1,423.0,M
control,DS3,0.0,C23,HTS001_DS3-2,72.1,410.0,M
control,DS3,0.0,I23,HTS001_DS3-2,72.1,353.0,M
control,DS3,0.0,E23,HTS001_DS3-2,72.1,290.0,M
control,DS3,0.0,F23,HTS001_DS3-2,72.1,261.0,M
control,DS3,0.0,M2,HTS001_DS3-2,72.1,354.0,M
control,DS3,0.0,D2,HTS001_DS3-2,72.1,544.0,M
control,DS3,0.0,K2,HTS001_DS3-2,72.1,387.0,M
control,DS3,0.0,H2,HTS001_DS3-2,72.1,392.0,M
control,DS3,0.0,H23,HTS001_DS3-2,72.1,254.0,M
control,DS3,0.0,E2,HTS001_DS3-2,72.1,346.0,M
control,DS3,0.0,G2,HTS001_DS3-2,72.1,280.0,M
control,DS3,0.0,J23,HTS001_DS3-2,72.1,228.0,M
control,DS3,0.0,O2,HTS001_DS3-2,72.1,210.0,M
control,DS3,0.0,K23,HTS001_DS3-2,72.1,414.0,M
control,DS3,0.0,C2,HTS001_DS3-2,72.1,413.0,M
control,DS3,0.0,G23,HTS001_DS3-2,72.1,336.0,M
control,DS3,0.0,D23,HTS001_DS3-2,72.1,208.0,M
control,DS3,0.0,N23,HTS001_DS3-2,72.1,233.0,M
control,DS3,0.0,B2,HTS001_DS3-2,72.1,285.0,M
control,DS3,0.0,M23,HTS001_DS3-2,72.1,203.0,M
control,DS3,0.0,I2,HTS001_DS3-2,72.1,398.0,M
control,DS3,0.0,N2,HTS001_DS3-2,72.1,395.0,M
control,DS3,0.0,H23,HTS001_DS3-2,75.4,269.0,M
control,DS3,0.0,H2,HTS001_DS3-2,75.4,402.0,M
control,DS3,0.0,C2,HTS001_DS3-2,75.4,426.0,M
control,DS3,0.0,O2,HTS001_DS3-2,75.4,218.0,M
control,DS3,0.0,E23,HTS001_DS3-2,75.4,293.0,M
control,DS3,0.0,N2,HTS001_DS3-2,75.4,416.0,M
control,DS3,0.0,C23,HTS001_DS3-2,75.4,429.0,M
control,DS3,0.0,I2,HTS001_DS3-2,75.4,409.0,M
control,DS3,0.0,B2,HTS001_DS3-2,75.4,287.0,M
control,DS3,0.0,N23,HTS001_DS3-2,75.4,248.0,M
control,DS3,0.0,M23,HTS001_DS3-2,75.4,218.0,M
control,DS3,0.0,F23,HTS001_DS3-2,75.4,279.0,M
control,DS3,0.0,K23,HTS001_DS3-2,75.4,424.0,M
control,DS3,0.0,L2,HTS001_DS3-2,75.4,391.0,M
control,DS3,0.0,G23,HTS001_DS3-2,75.4,347.0,M
control,DS3,0.0,M2,HTS001_DS3-2,75.4,382.0,M
control,DS3,0.0,J2,HTS001_DS3-2,75.4,450.0,M
control,DS3,0.0,G2,HTS001_DS3-2,75.4,301.0,M
control,DS3,0.0,O23,HTS001_DS3-2,75.4,306.0,M
control,DS3,0.0,I23,HTS001_DS3-2,75.4,364.0,M
control,DS3,0.0,F2,HTS001_DS3-2,75.4,291.0,M
control,DS3,0.0,D23,HTS001_DS3-2,75.4,210.0,M
control,DS3,0.0,K2,HTS001_DS3-2,75.4,401.0,M
control,DS3,0.0,E2,HTS001_DS3-2,75.4,344.0,M
control,DS3,0.0,D2,HTS001_DS3-2,75.4,562.0,M
control,DS3,0.0,J23,HTS001_DS3-2,75.4,228.0,M
control,DS3,0.0,B23,HTS001_DS3-2,75.4,341.0,M
control,DS3,0.0,L23,HTS001_DS3-2,75.4,319.0,M
control,DS3,0.0,K2,HTS001_DS3-2,78.7,437.0,M
control,DS3,0.0,E23,HTS001_DS3-2,78.7,306.0,M
control,DS3,0.0,L23,HTS001_DS3-2,78.7,335.0,M
control,DS3,0.0,G2,HTS001_DS3-2,78.7,319.0,M
control,DS3,0.0,N2,HTS001_DS3-2,78.7,450.0,M
control,DS3,0.0,D23,HTS001_DS3-2,78.7,217.0,M
control,DS3,0.0,J2,HTS001_DS3-2,78.7,476.0,M
control,DS3,0.0,F23,HTS001_DS3-2,78.7,300.0,M
control,DS3,0.0,O23,HTS001_DS3-2,78.7,318.0,M
control,DS3,0.0,J23,HTS001_DS3-2,78.7,249.0,M
control,DS3,0.0,D2,HTS001_DS3-2,78.7,608.0,M
control,DS3,0.0,L2,HTS001_DS3-2,78.7,409.0,M
control,DS3,0.0,H23,HTS001_DS3-2,78.7,286.0,M
control,DS3,0.0,K23,HTS001_DS3-2,78.7,456.0,M
control,DS3,0.0,C23,HTS001_DS3-2,78.7,473.0,M
control,DS3,0.0,N23,HTS001_DS3-2,78.7,247.0,M
control,DS3,0.0,M2,HTS001_DS3-2,78.7,393.0,M
control,DS3,0.0,E2,HTS001_DS3-2,78.7,377.0,M
control,DS3,0.0,M23,HTS001_DS3-2,78.7,235.0,M
control,DS3,0.0,I23,HTS001_DS3-2,78.7,378.0,M
control,DS3,0.0,F2,HTS001_DS3-2,78.7,309.0,M
control,DS3,0.0,C2,HTS001_DS3-2,78.7,452.0,M
control,DS3,0.0,B23,HTS001_DS3-2,78.7,348.0,M
control,DS3,0.0,I2,HTS001_DS3-2,78.7,418.0,M
control,DS3,0.0,G23,HTS001_DS3-2,78.7,353.0,M
control,DS3,0.0,H2,HTS001_DS3-2,78.7,429.0,M
control,DS3,0.0,B2,HTS001_DS3-2,78.7,298.0,M
control,DS3,0.0,O2,HTS001_DS3-2,78.7,238.0,M
control,DS3,0.0,O2,HTS001_DS3-2,81.9,246.0,M
control,DS3,0.0,F23,HTS001_DS3-2,81.9,307.0,M
control,DS3,0.0,B23,HTS001_DS3-2,81.9,393.0,M
control,DS3,0.0,I2,HTS001_DS3-2,81.9,453.0,M
control,DS3,0.0,K23,HTS001_DS3-2,81.9,498.0,M
control,DS3,0.0,H2,HTS001_DS3-2,81.9,492.0,M
control,DS3,0.0,E2,HTS001_DS3-2,81.9,403.0,M
control,DS3,0.0,K2,HTS001_DS3-2,81.9,447.0,M
control,DS3,0.0,F2,HTS001_DS3-2,81.9,318.0,M
control,DS3,0.0,C2,HTS001_DS3-2,81.9,462.0,M
control,DS3,0.0,N2,HTS001_DS3-2,81.9,473.0,M
control,DS3,0.0,O23,HTS001_DS3-2,81.9,340.0,M
control,DS3,0.0,C23,HTS001_DS3-2,81.9,491.0,M
control,DS3,0.0,L23,HTS001_DS3-2,81.9,368.0,M
control,DS3,0.0,J2,HTS001_DS3-2,81.9,489.0,M
control,DS3,0.0,H23,HTS001_DS3-2,81.9,314.0,M
control,DS3,0.0,J23,HTS001_DS3-2,81.9,269.0,M
control,DS3,0.0,I23,HTS001_DS3-2,81.9,411.0,M
control,DS3,0.0,M2,HTS001_DS3-2,81.9,420.0,M
control,DS3,0.0,B2,HTS001_DS3-2,81.9,328.0,M
control,DS3,0.0,D2,HTS001_DS3-2,81.9,633.0,M
control,DS3,0.0,G2,HTS001_DS3-2,81.9,350.0,M
control,DS3,0.0,N23,HTS001_DS3-2,81.9,267.0,M
control,DS3,0.0,L2,HTS001_DS3-2,81.9,440.0,M
control,DS3,0.0,G23,HTS001_DS3-2,81.9,363.0,M
control,DS3,0.0,D23,HTS001_DS3-2,81.9,227.0,M
control,DS3,0.0,E23,HTS001_DS3-2,81.9,329.0,M
control,DS3,0.0,M23,HTS001_DS3-2,81.9,247.0,M
control,DS3,0.0,N2,HTS001_DS3-2,93.6,605.0,M
control,DS3,0.0,C2,HTS001_DS3-2,93.6,621.0,M
control,DS3,0.0,G2,HTS001_DS3-2,93.6,467.0,M
control,DS3,0.0,N23,HTS001_DS3-2,93.6,354.0,M
control,DS3,0.0,J23,HTS001_DS3-2,93.6,337.0,M
control,DS3,0.0,J2,HTS001_DS3-2,93.6,629.0,M
control,DS3,0.0,B2,HTS001_DS3-2,93.6,434.0,M
control,DS3,0.0,L2,HTS001_DS3-2,93.6,554.0,M
control,DS3,0.0,E2,HTS001_DS3-2,93.6,514.0,M
control,DS3,0.0,M2,HTS001_DS3-2,93.6,526.0,M
control,DS3,0.0,I2,HTS001_DS3-2,93.6,582.0,M
control,DS3,0.0,L23,HTS001_DS3-2,93.6,460.0,M
control,DS3,0.0,K23,HTS001_DS3-2,93.6,602.0,M
control,DS3,0.0,M23,HTS001_DS3-2,93.6,303.0,M
control,DS3,0.0,F23,HTS001_DS3-2,93.6,386.0,M
control,DS3,0.0,E23,HTS001_DS3-2,93.6,392.0,M
control,DS3,0.0,K2,HTS001_DS3-2,93.6,557.0,M
control,DS3,0.0,O23,HTS001_DS3-2,93.6,414.0,M
control,DS3,0.0,H2,HTS001_DS3-2,93.6,610.0,M
control,DS3,0.0,I23,HTS001_DS3-2,93.6,534.0,M
control,DS3,0.0,C23,HTS001_DS3-2,93.6,597.0,M
control,DS3,0.0,H23,HTS001_DS3-2,93.6,358.0,M
control,DS3,0.0,D23,HTS001_DS3-2,93.6,308.0,M
control,DS3,0.0,G23,HTS001_DS3-2,93.6,447.0,M
control,DS3,0.0,D2,HTS001_DS3-2,93.6,862.0,M
control,DS3,0.0,F2,HTS001_DS3-2,93.6,394.0,M
control,DS3,0.0,O2,HTS001_DS3-2,93.6,303.0,M
control,DS3,0.0,B23,HTS001_DS3-2,93.6,503.0,M
control,DS3,0.0,F2,HTS001_DS3-2,96.8,426.0,M
control,DS3,0.0,I2,HTS001_DS3-2,96.8,623.0,M
control,DS3,0.0,E23,HTS001_DS3-2,96.8,411.0,M
control,DS3,0.0,H2,HTS001_DS3-2,96.8,658.0,M
control,DS3,0.0,B23,HTS001_DS3-2,96.8,516.0,M
control,DS3,0.0,D23,HTS001_DS3-2,96.8,315.0,M
control,DS3,0.0,G2,HTS001_DS3-2,96.8,472.0,M
control,DS3,0.0,N2,HTS001_DS3-2,96.8,613.0,M
control,DS3,0.0,C23,HTS001_DS3-2,96.8,632.0,M
control,DS3,0.0,H23,HTS001_DS3-2,96.8,378.0,M
control,DS3,0.0,I23,HTS001_DS3-2,96.8,550.0,M
control,DS3,0.0,E2,HTS001_DS3-2,96.8,563.0,M
control,DS3,0.0,F23,HTS001_DS3-2,96.8,398.0,M
control,DS3,0.0,D2,HTS001_DS3-2,96.8,925.0,M
control,DS3,0.0,K23,HTS001_DS3-2,96.8,659.0,M
control,DS3,0.0,K2,HTS001_DS3-2,96.8,569.0,M
control,DS3,0.0,L2,HTS001_DS3-2,96.8,588.0,M
control,DS3,0.0,G23,HTS001_DS3-2,96.8,473.0,M
control,DS3,0.0,C2,HTS001_DS3-2,96.8,683.0,M
control,DS3,0.0,J2,HTS001_DS3-2,96.8,684.0,M
control,DS3,0.0,J23,HTS001_DS3-2,96.8,363.0,M
control,DS3,0.0,M23,HTS001_DS3-2,96.8,328.0,M
control,DS3,0.0,O23,HTS001_DS3-2,96.8,463.0,M
control,DS3,0.0,N23,HTS001_DS3-2,96.8,352.0,M
control,DS3,0.0,O2,HTS001_DS3-2,96.8,309.0,M
control,DS3,0.0,L23,HTS001_DS3-2,96.8,493.0,M
control,DS3,0.0,M2,HTS001_DS3-2,96.8,543.0,M
control,DS3,0.0,B2,HTS001_DS3-2,96.8,450.0,M
control,DS3,0.0,I2,HTS001_DS3-2,100.1,678.0,M
control,DS3,0.0,C23,HTS001_DS3-2,100.1,672.0,M
control,DS3,0.0,C2,HTS001_DS3-2,100.1,732.0,M
control,DS3,0.0,H23,HTS001_DS3-2,100.1,417.0,M
control,DS3,0.0,N2,HTS001_DS3-2,100.1,697.0,M
control,DS3,0.0,N23,HTS001_DS3-2,100.1,380.0,M
control,DS3,0.0,G2,HTS001_DS3-2,100.1,506.0,M
control,DS3,0.0,J2,HTS001_DS3-2,100.1,739.0,M
control,DS3,0.0,F2,HTS001_DS3-2,100.1,469.0,M
control,DS3,0.0,G23,HTS001_DS3-2,100.1,513.0,M
control,DS3,0.0,H2,HTS001_DS3-2,100.1,747.0,M
control,DS3,0.0,M2,HTS001_DS3-2,100.1,611.0,M
control,DS3,0.0,I23,HTS001_DS3-2,100.1,601.0,M
control,DS3,0.0,B2,HTS001_DS3-2,100.1,499.0,M
control,DS3,0.0,E2,HTS001_DS3-2,100.1,606.0,M
control,DS3,0.0,K2,HTS001_DS3-2,100.1,621.0,M
control,DS3,0.0,L2,HTS001_DS3-2,100.1,663.0,M
control,DS3,0.0,O2,HTS001_DS3-2,100.1,346.0,M
control,DS3,0.0,M23,HTS001_DS3-2,100.1,331.0,M
control,DS3,0.0,D2,HTS001_DS3-2,100.1,976.0,M
control,DS3,0.0,E23,HTS001_DS3-2,100.1,466.0,M
control,DS3,0.0,L23,HTS001_DS3-2,100.1,537.0,M
control,DS3,0.0,O23,HTS001_DS3-2,100.1,491.0,M
control,DS3,0.0,K23,HTS001_DS3-2,100.1,708.0,M
control,DS3,0.0,B23,HTS001_DS3-2,100.1,536.0,M
control,DS3,0.0,F23,HTS001_DS3-2,100.1,419.0,M
control,DS3,0.0,D23,HTS001_DS3-2,100.1,345.0,M
control,DS3,0.0,J23,HTS001_DS3-2,100.1,392.0,M
control,DS3,0.0,M2,HTS001_DS3-2,103.4,711.0,M
control,DS3,0.0,C2,HTS001_DS3-2,103.4,812.0,M
control,DS3,0.0,N23,HTS001_DS3-2,103.4,413.0,M
control,DS3,0.0,L23,HTS001_DS3-2,103.4,578.0,M
control,DS3,0.0,J23,HTS001_DS3-2,103.4,440.0,M
control,DS3,0.0,E2,HTS001_DS3-2,103.4,668.0,M
control,DS3,0.0,C23,HTS001_DS3-2,103.4,726.0,M
control,DS3,0.0,I2,HTS001_DS3-2,103.4,733.0,M
control,DS3,0.0,N2,HTS001_DS3-2,103.4,760.0,M
control,DS3,0.0,L2,HTS001_DS3-2,103.4,692.0,M
control,DS3,0.0,E23,HTS001_DS3-2,103.4,493.0,M
control,DS3,0.0,D2,HTS001_DS3-2,103.4,1113.0,M
control,DS3,0.0,O2,HTS001_DS3-2,103.4,366.0,M
control,DS3,0.0,K2,HTS001_DS3-2,103.4,682.0,M
control,DS3,0.0,K23,HTS001_DS3-2,103.4,753.0,M
control,DS3,0.0,O23,HTS001_DS3-2,103.4,514.0,M
control,DS3,0.0,J2,HTS001_DS3-2,103.4,810.0,M
control,DS3,0.0,F23,HTS001_DS3-2,103.4,476.0,M
control,DS3,0.0,D23,HTS001_DS3-2,103.4,375.0,M
control,DS3,0.0,H23,HTS001_DS3-2,103.4,462.0,M
control,DS3,0.0,I23,HTS001_DS3-2,103.4,650.0,M
control,DS3,0.0,B23,HTS001_DS3-2,103.4,595.0,M
control,DS3,0.0,B2,HTS001_DS3-2,103.4,524.0,M
control,DS3,0.0,M23,HTS001_DS3-2,103.4,395.0,M
control,DS3,0.0,G2,HTS001_DS3-2,103.4,580.0,M
control,DS3,0.0,H2,HTS001_DS3-2,103.4,802.0,M
control,DS3,0.0,G23,HTS001_DS3-2,103.4,540.0,M
control,DS3,0.0,F2,HTS001_DS3-2,103.4,508.0,M
control,DS3,0.0,B2,HTS001_DS3-2,106.7,564.0,M
control,DS3,0.0,D2,HTS001_DS3-2,106.7,1195.0,M
control,DS3,0.0,K2,HTS001_DS3-2,106.7,751.0,M
control,DS3,0.0,K23,HTS001_DS3-2,106.7,837.0,M
control,DS3,0.0,B23,HTS001_DS3-2,106.7,656.0,M
control,DS3,0.0,M23,HTS001_DS3-2,106.7,436.0,M
control,DS3,0.0,I2,HTS001_DS3-2,106.7,798.0,M
control,DS3,0.0,J2,HTS001_DS3-2,106.7,929.0,M
control,DS3,0.0,I23,HTS001_DS3-2,106.7,709.0,M
control,DS3,0.0,E23,HTS001_DS3-2,106.7,541.0,M
control,DS3,0.0,F23,HTS001_DS3-2,106.7,530.0,M
control,DS3,0.0,H23,HTS001_DS3-2,106.7,518.0,M
control,DS3,0.0,M2,HTS001_DS3-2,106.7,772.0,M
control,DS3,0.0,L23,HTS001_DS3-2,106.7,624.0,M
control,DS3,0.0,N23,HTS001_DS3-2,106.7,464.0,M
control,DS3,0.0,C2,HTS001_DS3-2,106.7,922.0,M
control,DS3,0.0,F2,HTS001_DS3-2,106.7,577.0,M
control,DS3,0.0,C23,HTS001_DS3-2,106.7,774.0,M
control,DS3,0.0,O2,HTS001_DS3-2,106.7,406.0,M
control,DS3,0.0,H2,HTS001_DS3-2,106.7,934.0,M
control,DS3,0.0,G23,HTS001_DS3-2,106.7,566.0,M
control,DS3,0.0,N2,HTS001_DS3-2,106.7,833.0,M
control,DS3,0.0,J23,HTS001_DS3-2,106.7,471.0,M
control,DS3,0.0,D23,HTS001_DS3-2,106.7,387.0,M
control,DS3,0.0,L2,HTS001_DS3-2,106.7,751.0,M
control,DS3,0.0,G2,HTS001_DS3-2,106.7,632.0,M
control,DS3,0.0,O23,HTS001_DS3-2,106.7,555.0,M
control,DS3,0.0,E2,HTS001_DS3-2,106.7,741.0,M
control,DS3,0.0,B2,HTS001_DS3-2,110.0,626.0,M
control,DS3,0.0,L23,HTS001_DS3-2,110.0,686.0,M
control,DS3,0.0,C23,HTS001_DS3-2,110.0,876.0,M
control,DS3,0.0,M23,HTS001_DS3-2,110.0,453.0,M
control,DS3,0.0,B23,HTS001_DS3-2,110.0,717.0,M
control,DS3,0.0,I2,HTS001_DS3-2,110.0,877.0,M
control,DS3,0.0,I23,HTS001_DS3-2,110.0,787.0,M
control,DS3,0.0,L2,HTS001_DS3-2,110.0,836.0,M
control,DS3,0.0,N2,HTS001_DS3-2,110.0,895.0,M
control,DS3,0.0,F23,HTS001_DS3-2,110.0,561.0,M
control,DS3,0.0,C2,HTS001_DS3-2,110.0,1000.0,M
control,DS3,0.0,G2,HTS001_DS3-2,110.0,669.0,M
control,DS3,0.0,M2,HTS001_DS3-2,110.0,807.0,M
control,DS3,0.0,O2,HTS001_DS3-2,110.0,451.0,M
control,DS3,0.0,H23,HTS001_DS3-2,110.0,530.0,M
control,DS3,0.0,J23,HTS001_DS3-2,110.0,535.0,M
control,DS3,0.0,J2,HTS001_DS3-2,110.0,954.0,M
control,DS3,0.0,F2,HTS001_DS3-2,110.0,610.0,M
control,DS3,0.0,K2,HTS001_DS3-2,110.0,808.0,M
control,DS3,0.0,O23,HTS001_DS3-2,110.0,574.0,M
control,DS3,0.0,H2,HTS001_DS3-2,110.0,983.0,M
control,DS3,0.0,D2,HTS001_DS3-2,110.0,1246.0,M
control,DS3,0.0,E23,HTS001_DS3-2,110.0,569.0,M
control,DS3,0.0,D23,HTS001_DS3-2,110.0,440.0,M
control,DS3,0.0,G23,HTS001_DS3-2,110.0,648.0,M
control,DS3,0.0,N23,HTS001_DS3-2,110.0,512.0,M
control,DS3,0.0,E2,HTS001_DS3-2,110.0,800.0,M
control,DS3,0.0,K23,HTS001_DS3-2,110.0,907.0,M
control,DS3,0.0,H23,HTS001_DS3-2,113.2,602.0,M
control,DS3,0.0,E23,HTS001_DS3-2,113.2,623.0,M
control,DS3,0.0,G2,HTS001_DS3-2,113.2,745.0,M
control,DS3,0.0,L23,HTS001_DS3-2,113.2,743.0,M
control,DS3,0.0,O23,HTS001_DS3-2,113.2,657.0,M
control,DS3,0.0,D2,HTS001_DS3-2,113.2,1349.0,M
control,DS3,0.0,B2,HTS001_DS3-2,113.2,672.0,M
control,DS3,0.0,M2,HTS001_DS3-2,113.2,877.0,M
control,DS3,0.0,N23,HTS001_DS3-2,113.2,555.0,M
control,DS3,0.0,J2,HTS001_DS3-2,113.2,1032.0,M
control,DS3,0.0,K2,HTS001_DS3-2,113.2,882.0,M
control,DS3,0.0,G23,HTS001_DS3-2,113.2,674.0,M
control,DS3,0.0,L2,HTS001_DS3-2,113.2,911.0,M
control,DS3,0.0,C2,HTS001_DS3-2,113.2,1092.0,M
control,DS3,0.0,E2,HTS001_DS3-2,113.2,907.0,M
control,DS3,0.0,N2,HTS001_DS3-2,113.2,954.0,M
control,DS3,0.0,O2,HTS001_DS3-2,113.2,461.0,M
control,DS3,0.0,I23,HTS001_DS3-2,113.2,838.0,M
control,DS3,0.0,B23,HTS001_DS3-2,113.2,767.0,M
control,DS3,0.0,M23,HTS001_DS3-2,113.2,497.0,M
control,DS3,0.0,H2,HTS001_DS3-2,113.2,1044.0,M
control,DS3,0.0,K23,HTS001_DS3-2,113.2,963.0,M
control,DS3,0.0,F2,HTS001_DS3-2,113.2,685.0,M
control,DS3,0.0,I2,HTS001_DS3-2,113.2,969.0,M
control,DS3,0.0,C23,HTS001_DS3-2,113.2,915.0,M
control,DS3,0.0,D23,HTS001_DS3-2,113.2,481.0,M
control,DS3,0.0,F23,HTS001_DS3-2,113.2,626.0,M
control,DS3,0.0,J23,HTS001_DS3-2,113.2,581.0,M
control,DS3,0.0,L2,HTS001_DS3-2,116.5,979.0,M
control,DS3,0.0,O2,HTS001_DS3-2,116.5,513.0,M
control,DS3,0.0,L23,HTS001_DS3-2,116.5,823.0,M
control,DS3,0.0,H2,HTS001_DS3-2,116.5,1141.0,M
control,DS3,0.0,E23,HTS001_DS3-2,116.5,643.0,M
control,DS3,0.0,J23,HTS001_DS3-2,116.5,619.0,M
control,DS3,0.0,J2,HTS001_DS3-2,116.5,1070.0,M
control,DS3,0.0,N2,HTS001_DS3-2,116.5,1018.0,M
control,DS3,0.0,D23,HTS001_DS3-2,116.5,533.0,M
control,DS3,0.0,C23,HTS001_DS3-2,116.5,1011.0,M
control,DS3,0.0,F23,HTS001_DS3-2,116.5,670.0,M
control,DS3,0.0,C2,HTS001_DS3-2,116.5,1205.0,M
control,DS3,0.0,K23,HTS001_DS3-2,116.5,1062.0,M
control,DS3,0.0,G23,HTS001_DS3-2,116.5,743.0,M
control,DS3,0.0,B23,HTS001_DS3-2,116.5,817.0,M
control,DS3,0.0,K2,HTS001_DS3-2,116.5,961.0,M
control,DS3,0.0,F2,HTS001_DS3-2,116.5,743.0,M
control,DS3,0.0,H23,HTS001_DS3-2,116.5,627.0,M
control,DS3,0.0,E2,HTS001_DS3-2,116.5,1002.0,M
control,DS3,0.0,G2,HTS001_DS3-2,116.5,812.0,M
control,DS3,0.0,M2,HTS001_DS3-2,116.5,970.0,M
control,DS3,0.0,O23,HTS001_DS3-2,116.5,688.0,M
control,DS3,0.0,B2,HTS001_DS3-2,116.5,720.0,M
control,DS3,0.0,I2,HTS001_DS3-2,116.5,1046.0,M
control,DS3,0.0,M23,HTS001_DS3-2,116.5,500.0,M
control,DS3,0.0,I23,HTS001_DS3-2,116.5,907.0,M
control,DS3,0.0,N23,HTS001_DS3-2,116.5,612.0,M
control,DS3,0.0,D2,HTS001_DS3-2,116.5,1470.0,M
control,DS7,0.0,K23,HTS001_DS7-2,4.4,85.0,M
control,DS7,0.0,H2,HTS001_DS7-2,4.4,97.0,M
control,DS7,0.0,D2,HTS001_DS7-2,4.4,75.0,M
control,DS7,0.0,B2,HTS001_DS7-2,4.4,87.0,M
control,DS7,0.0,O23,HTS001_DS7-2,4.4,77.0,M
control,DS7,0.0,H23,HTS001_DS7-2,4.4,94.0,M
control,DS7,0.0,M23,HTS001_DS7-2,4.4,80.0,M
control,DS7,0.0,N23,HTS001_DS7-2,4.4,87.0,M
control,DS7,0.0,I2,HTS001_DS7-2,4.4,85.0,M
control,DS7,0.0,F2,HTS001_DS7-2,4.4,74.0,M
control,DS7,0.0,M2,HTS001_DS7-2,4.4,105.0,M
control,DS7,0.0,E2,HTS001_DS7-2,4.4,97.0,M
control,DS7,0.0,O2,HTS001_DS7-2,4.4,113.0,M
control,DS7,0.0,B23,HTS001_DS7-2,4.4,66.0,M
control,DS7,0.0,D23,HTS001_DS7-2,4.4,87.0,M
control,DS7,0.0,L2,HTS001_DS7-2,4.4,98.0,M
